Route_ID,Start_Station,End_Station,Hour,Weekday,Distance_km,Travel_Time_mins,Peak_Hour,Passenger_Demand,Speed_kmph,Congestion_Level
Blue_R3,Al Hayer,Prince Mohammed Bin Abdulaziz Street,3,Saturday,4.46,5.2,No,304,51.2,Low
Green_R2,Al Hayer,King Fahad Road,16,Sunday,22.93,39,Yes,443,35.3,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,23,Saturday,12.07,22.4,No,691,32.4,Medium
Blue_R3,Al Malaz,Al Suwaidi,0,Saturday,19.53,20.4,No,455,57.4,Low
Red_R1,Salah Al Din,Al Hayer,5,Friday,7.82,20.7,No,487,22.7,Low
Yellow_R4,Al Suwaidi,Salah Al Din,4,Sunday,8.16,8.7,No,608,56.5,Low
Yellow_R4,Olaya Street,Al Hayer,9,Tuesday,7.91,9.7,Yes,725,48.8,Medium
Red_R1,King Abdullah Financial District,Olaya Street,7,Thursday,2.65,4.5,Yes,449,35,Medium
Green_R2,Al Aziziyah,Al Batha,21,Wednesday,20.93,42.7,No,454,29.4,Medium
Blue_R3,Al Malaz,Al Murabba,23,Monday,17,28.2,No,265,36.2,Low
Blue_R3,King Khalid International Airport,Al Hayer,18,Saturday,2.39,2.5,Yes,632,56.4,Medium
Blue_R3,Al Suwaidi,King Fahad Road,6,Sunday,8.2,9.3,No,527,52.8,Medium
Yellow_R4,Imam Muhammad Bin Saud University,King Khalid International Airport,12,Wednesday,24.21,25.7,No,215,56.6,Low
Green_R2,Qasr Al Hokm,King Abdullah Financial District,17,Friday,13.57,15.7,Yes,510,51.8,Medium
Green_R2,Al Yarmouk,King Abdullah Financial District,14,Monday,8.25,9.4,No,355,52.6,Low
Blue_R3,Al Hayer,Al Yarmouk,5,Sunday,10.7,27.3,No,223,23.5,Low
Yellow_R4,Al Batha,Prince Mohammed Bin Abdulaziz Street,19,Tuesday,5.83,5.9,No,673,59.4,Medium
Green_R2,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,5,Thursday,20.88,40,No,431,31.3,Low
Red_R1,Qasr Al Hokm,Al Suwaidi,16,Wednesday,23.36,35.1,Yes,452,39.9,Medium
Yellow_R4,Al Aziziyah,Salah Al Din,15,Sunday,21.39,34,No,553,37.8,Medium
Green_R2,Al Hayer,Olaya Street,6,Saturday,6,10.5,No,537,34.4,Medium
Blue_R3,King Fahad Road,Al Suwaidi,15,Wednesday,16.66,43.8,No,481,22.8,Medium
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,6,Thursday,24.91,38.3,No,74,39,Low
Green_R2,Al Aziziyah,King Fahad Road,23,Friday,20.77,33.4,No,463,37.3,Medium
Green_R2,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,13,Saturday,22.39,36.9,No,596,36.4,Medium
Green_R2,Qasr Al Hokm,Imam Muhammad Bin Saud University,8,Monday,15.9,21.1,Yes,436,45.2,Medium
Yellow_R4,Al Yarmouk,Olaya Street,11,Thursday,4.15,12,No,361,20.7,Low
Yellow_R4,King Abdullah Financial District,Qasr Al Hokm,15,Monday,22.09,44.9,No,502,29.5,Medium
Blue_R3,Al Hayer,Prince Mohammed Bin Abdulaziz Street,21,Monday,9.36,14,No,274,40.2,Low
Yellow_R4,Al Hayer,Prince Mohammed Bin Abdulaziz Street,23,Thursday,5.74,5.9,No,616,58.4,Medium
Blue_R3,King Abdullah Financial District,King Khalid International Airport,17,Sunday,5.31,15.7,Yes,523,20.3,Medium
Red_R1,Imam Muhammad Bin Saud University,Olaya Street,15,Tuesday,2.46,3.4,No,571,43.5,Medium
Red_R1,Qasr Al Hokm,Imam Muhammad Bin Saud University,16,Thursday,2.17,3.5,Yes,174,36.9,Low
Yellow_R4,King Fahad Road,Al Malaz,21,Tuesday,18.52,29.5,No,266,37.7,Low
Green_R2,Al Yarmouk,Al Murabba,1,Thursday,20.7,28.6,No,515,43.5,Low
Green_R2,King Fahad Road,King Khalid International Airport,16,Wednesday,6.85,13.9,Yes,764,29.5,Medium
Blue_R3,Al Yarmouk,Al Malaz,4,Sunday,11.56,22.9,No,463,30.3,Low
Blue_R3,Al Hayer,Al Murabba,13,Monday,21.94,28.1,No,298,46.8,Low
Blue_R3,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,1,Monday,6.7,8.9,No,50,45.1,Low
Yellow_R4,Al Aziziyah,Al Yarmouk,8,Friday,10.25,10.3,Yes,297,59.8,Low
Blue_R3,Al Yarmouk,Prince Mohammed Bin Abdulaziz Street,9,Tuesday,15.01,15.9,Yes,175,56.7,Low
Blue_R3,Al Murabba,Imam Muhammad Bin Saud University,13,Monday,20.42,32.2,No,495,38,Medium
Blue_R3,Al Hayer,Al Malaz,4,Thursday,13.32,28.9,No,642,27.7,Low
Yellow_R4,Qasr Al Hokm,King Fahad Road,4,Sunday,12.67,25.5,No,362,29.8,Low
Green_R2,King Khalid International Airport,Qasr Al Hokm,15,Tuesday,23.9,34.7,No,493,41.3,Medium
Green_R2,Al Hayer,Al Malaz,13,Sunday,16.53,23.8,No,352,41.7,Low
Yellow_R4,Qasr Al Hokm,Al Murabba,11,Friday,4.28,5.7,No,258,44.9,Low
Yellow_R4,Al Malaz,Al Murabba,3,Saturday,12.28,14.4,No,315,51.1,Low
Green_R2,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,2,Monday,11.35,11.9,No,329,57.1,Low
Blue_R3,King Khalid International Airport,Al Yarmouk,5,Friday,18.34,29.9,No,271,36.8,Low
Blue_R3,Al Batha,Al Hayer,18,Monday,24.65,31.7,Yes,605,46.7,Medium
Red_R1,Al Murabba,Al Aziziyah,18,Monday,8.56,11.8,Yes,672,43.4,Medium
Yellow_R4,Al Yarmouk,King Abdullah Financial District,7,Saturday,7.65,9.4,Yes,441,48.7,Medium
Yellow_R4,Salah Al Din,King Abdullah Financial District,10,Sunday,19.87,25.4,No,529,46.9,Medium
Blue_R3,Salah Al Din,Al Hayer,3,Wednesday,3.81,6.9,No,437,33.2,Low
Blue_R3,Al Batha,King Abdullah Financial District,10,Monday,7.71,7.8,No,620,59.5,Medium
Red_R1,King Abdullah Financial District,Al Murabba,22,Friday,17.75,37.4,No,295,28.5,Low
Yellow_R4,Al Malaz,Al Hayer,8,Thursday,7.5,14.4,Yes,383,31.3,Low
Red_R1,Imam Muhammad Bin Saud University,Qasr Al Hokm,20,Thursday,2.45,2.7,No,327,55.2,Low
Yellow_R4,Imam Muhammad Bin Saud University,Al Suwaidi,23,Saturday,24.21,43.1,No,542,33.7,Medium
Green_R2,Olaya Street,Al Yarmouk,1,Saturday,5.37,12.2,No,479,26.4,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Aziziyah,1,Friday,20.17,27.1,No,418,44.7,Low
Red_R1,Al Murabba,Salah Al Din,12,Sunday,9.11,15.8,No,329,34.7,Low
Yellow_R4,King Fahad Road,King Khalid International Airport,7,Saturday,19.7,22.6,Yes,686,52.4,Medium
Yellow_R4,King Abdullah Financial District,Qasr Al Hokm,6,Monday,11.35,13.4,No,380,50.9,Low
Yellow_R4,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,9,Friday,13.13,14.1,Yes,508,55.9,Medium
Green_R2,King Abdullah Financial District,Imam Muhammad Bin Saud University,15,Saturday,20.52,22.8,No,488,54,Medium
Yellow_R4,Al Hayer,Al Aziziyah,9,Friday,8.65,8.9,Yes,958,58.1,High
Green_R2,Imam Muhammad Bin Saud University,Al Hayer,3,Saturday,16.84,48.8,No,577,20.7,Low
Blue_R3,Al Murabba,Olaya Street,15,Wednesday,24.09,66.3,No,508,21.8,Medium
Yellow_R4,Al Malaz,King Fahad Road,18,Thursday,17.32,19.6,Yes,616,52.9,Medium
Yellow_R4,King Abdullah Financial District,Al Aziziyah,13,Saturday,2.31,3.3,No,387,41.7,Low
Blue_R3,Al Batha,King Khalid International Airport,13,Friday,3.66,4.6,No,50,47.4,Low
Yellow_R4,King Abdullah Financial District,Qasr Al Hokm,16,Tuesday,13.57,16.1,Yes,421,50.6,Medium
Yellow_R4,Salah Al Din,Olaya Street,20,Friday,16.91,37.7,No,392,26.9,Low
Green_R2,Al Yarmouk,Al Malaz,16,Friday,22.07,29.8,Yes,481,44.5,Medium
Red_R1,King Fahad Road,Al Murabba,13,Sunday,16.42,32.7,No,405,30.1,Medium
Yellow_R4,King Fahad Road,King Khalid International Airport,4,Friday,20.48,23.3,No,400,52.7,Low
Blue_R3,Al Aziziyah,Olaya Street,16,Wednesday,12.46,14.9,Yes,662,50.1,Medium
Blue_R3,Al Batha,Qasr Al Hokm,17,Sunday,5.05,7.2,Yes,469,41.9,Medium
Red_R1,Al Murabba,King Abdullah Financial District,16,Wednesday,11.61,12.9,Yes,614,54.1,Medium
Yellow_R4,King Abdullah Financial District,Al Murabba,21,Friday,21.69,54.2,No,364,24,Low
Blue_R3,Imam Muhammad Bin Saud University,King Fahad Road,18,Sunday,22.12,52.7,Yes,538,25.2,Medium
Red_R1,King Abdullah Financial District,Al Suwaidi,21,Wednesday,18.56,46.4,No,175,24,Low
Green_R2,Al Suwaidi,King Khalid International Airport,12,Sunday,20.15,41.3,No,592,29.3,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,9,Tuesday,16.7,34.1,Yes,700,29.4,Medium
Yellow_R4,Al Suwaidi,Salah Al Din,14,Thursday,4.92,5.4,No,457,54.7,Medium
Blue_R3,Imam Muhammad Bin Saud University,Al Yarmouk,5,Monday,15.65,37.4,No,222,25.1,Low
Green_R2,King Abdullah Financial District,Al Suwaidi,19,Tuesday,18.11,21.6,No,362,50.4,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Batha,0,Sunday,4.43,6.6,No,496,40.2,Low
Yellow_R4,King Abdullah Financial District,Qasr Al Hokm,5,Friday,14.32,24,No,402,35.8,Low
Yellow_R4,Al Malaz,Al Suwaidi,12,Saturday,21.51,32.5,No,235,39.7,Low
Yellow_R4,King Fahad Road,Salah Al Din,19,Tuesday,21.48,24.2,No,50,53.3,Low
Yellow_R4,Al Suwaidi,King Fahad Road,2,Monday,11.28,20.3,No,813,33.3,Low
Green_R2,Qasr Al Hokm,King Fahad Road,3,Saturday,7.48,8.7,No,354,51.8,Low
Red_R1,Al Hayer,Olaya Street,0,Monday,13.19,23.7,No,360,33.4,Low
Yellow_R4,Salah Al Din,King Khalid International Airport,20,Monday,23.83,44.4,No,340,32.2,Low
Yellow_R4,Al Aziziyah,Salah Al Din,17,Monday,5.88,9.2,Yes,672,38.4,Medium
Red_R1,King Fahad Road,Al Aziziyah,14,Monday,14.69,25.7,No,107,34.3,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Qasr Al Hokm,3,Monday,12.29,12.6,No,190,58.6,Low
Green_R2,Al Hayer,Al Suwaidi,14,Wednesday,7.6,11.9,No,293,38.3,Low
Yellow_R4,Qasr Al Hokm,Al Yarmouk,14,Thursday,19.47,41.4,No,614,28.2,Medium
Green_R2,Olaya Street,Imam Muhammad Bin Saud University,18,Saturday,9.79,13.8,Yes,537,42.5,Medium
Yellow_R4,Qasr Al Hokm,Prince Mohammed Bin Abdulaziz Street,0,Sunday,6.71,8.1,No,446,49.7,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,15,Friday,10.11,12.4,No,362,48.9,Low
Blue_R3,Qasr Al Hokm,Al Murabba,12,Wednesday,9.34,10,No,376,56.2,Low
Yellow_R4,Olaya Street,Al Suwaidi,1,Thursday,13.34,34.4,No,372,23.3,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,10,Thursday,6.51,6.8,No,390,57.8,Low
Red_R1,King Fahad Road,Al Hayer,13,Wednesday,23.24,33.4,No,436,41.8,Medium
Red_R1,Al Malaz,Salah Al Din,20,Tuesday,8.2,10.2,No,530,48.1,Medium
Yellow_R4,Al Hayer,Prince Mohammed Bin Abdulaziz Street,0,Monday,3.2,7.8,No,222,24.5,Low
Blue_R3,Al Hayer,Olaya Street,15,Tuesday,2.09,2.1,No,488,60,Medium
Yellow_R4,Olaya Street,Al Batha,7,Thursday,13.72,25.7,Yes,692,32,Medium
Blue_R3,Al Yarmouk,Al Batha,22,Friday,5.48,10.5,No,602,31.4,Medium
Yellow_R4,King Khalid International Airport,Imam Muhammad Bin Saud University,23,Friday,14.41,37.4,No,301,23.1,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,21,Friday,2.41,6,No,502,24.1,Medium
Blue_R3,Al Suwaidi,Al Malaz,5,Thursday,16.66,19.2,No,378,52.1,Low
Green_R2,King Fahad Road,Al Suwaidi,23,Sunday,12.73,22.1,No,315,34.5,Low
Yellow_R4,King Khalid International Airport,Olaya Street,6,Monday,13.78,20.9,No,471,39.5,Medium
Yellow_R4,King Abdullah Financial District,Al Aziziyah,13,Wednesday,16.38,17,No,577,57.8,Medium
Blue_R3,Olaya Street,King Fahad Road,17,Sunday,3.16,8.4,Yes,951,22.5,High
Red_R1,Imam Muhammad Bin Saud University,King Fahad Road,11,Friday,6.31,17.8,No,530,21.3,Medium
Green_R2,King Khalid International Airport,Al Yarmouk,16,Sunday,5.13,5.8,Yes,742,53.4,Medium
Red_R1,Imam Muhammad Bin Saud University,Al Malaz,3,Thursday,5.56,10.4,No,296,32,Low
Green_R2,King Abdullah Financial District,Al Batha,7,Wednesday,7.86,11.9,Yes,397,39.6,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Aziziyah,11,Saturday,11.37,11.5,No,422,59.5,Medium
Red_R1,Al Suwaidi,Al Murabba,8,Monday,3.25,3.6,Yes,521,53.5,Medium
Red_R1,Al Hayer,Qasr Al Hokm,14,Saturday,13.77,20.1,No,213,41.1,Low
Yellow_R4,Al Aziziyah,Al Suwaidi,3,Sunday,6.55,12,No,434,32.8,Low
Red_R1,Al Aziziyah,Al Murabba,1,Thursday,15.65,33.1,No,297,28.4,Low
Red_R1,King Khalid International Airport,Al Hayer,3,Saturday,5.12,11.9,No,545,25.8,Low
Green_R2,Al Yarmouk,Imam Muhammad Bin Saud University,5,Friday,18.04,23.7,No,272,45.7,Low
Blue_R3,Al Hayer,Al Malaz,16,Wednesday,7.6,8.5,Yes,671,53.7,Medium
Red_R1,King Khalid International Airport,Al Hayer,11,Tuesday,6.81,17.8,No,284,22.9,Low
Green_R2,King Abdullah Financial District,Al Yarmouk,6,Wednesday,23.16,30.2,No,641,46,Medium
Yellow_R4,Al Suwaidi,Al Aziziyah,0,Monday,4.08,4.2,No,276,57.9,Low
Yellow_R4,Imam Muhammad Bin Saud University,King Fahad Road,16,Monday,11.25,30.7,Yes,417,22,Medium
Red_R1,King Fahad Road,Prince Mohammed Bin Abdulaziz Street,22,Saturday,13.42,32.3,No,146,24.9,Low
Yellow_R4,Imam Muhammad Bin Saud University,Al Hayer,21,Monday,19.78,22.8,No,231,52.1,Low
Green_R2,Al Suwaidi,Al Aziziyah,16,Wednesday,5.53,9.6,Yes,445,34.7,Medium
Green_R2,King Khalid International Airport,Al Aziziyah,13,Wednesday,20.36,25.3,No,344,48.3,Low
Yellow_R4,Al Yarmouk,Al Malaz,16,Saturday,6.38,11,Yes,640,34.7,Medium
Blue_R3,Qasr Al Hokm,Al Murabba,4,Saturday,4.79,4.8,No,276,59.4,Low
Red_R1,Al Hayer,Al Aziziyah,16,Sunday,19.96,33.6,Yes,724,35.6,Medium
Red_R1,Imam Muhammad Bin Saud University,Prince Mohammed Bin Abdulaziz Street,12,Saturday,14.74,32.8,No,423,27,Medium
Green_R2,Prince Mohammed Bin Abdulaziz Street,Qasr Al Hokm,12,Saturday,10.71,12,No,602,53.7,Medium
Red_R1,Salah Al Din,Al Hayer,4,Thursday,21.94,23.6,No,593,55.8,Low
Red_R1,Salah Al Din,Al Suwaidi,21,Thursday,23.16,58.4,No,649,23.8,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Malaz,21,Friday,19.41,26.3,No,445,44.3,Medium
Blue_R3,Al Hayer,Al Suwaidi,10,Tuesday,5.84,6.8,No,332,51.9,Low
Red_R1,Al Aziziyah,King Fahad Road,16,Thursday,12.67,28.2,Yes,635,27,Medium
Green_R2,Al Hayer,Prince Mohammed Bin Abdulaziz Street,14,Friday,9.76,28.3,No,564,20.7,Medium
Green_R2,Al Yarmouk,Al Murabba,19,Saturday,16.25,21,No,71,46.5,Low
Yellow_R4,Al Hayer,Imam Muhammad Bin Saud University,20,Wednesday,21.23,44.5,No,400,28.6,Medium
Green_R2,Al Yarmouk,King Fahad Road,2,Sunday,24.57,61.7,No,584,23.9,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,23,Friday,8.97,11.8,No,488,45.5,Medium
Green_R2,Al Murabba,Al Batha,9,Monday,3.51,5,Yes,569,42,Medium
Red_R1,Al Murabba,Al Batha,9,Thursday,15.59,20.3,Yes,489,46.1,Medium
Blue_R3,Al Suwaidi,Salah Al Din,5,Sunday,21.4,46.2,No,199,27.8,Low
Red_R1,Al Yarmouk,Al Suwaidi,17,Thursday,21.02,29.7,Yes,718,42.5,Medium
Blue_R3,Olaya Street,Al Yarmouk,9,Friday,6.77,9.5,Yes,745,42.8,Medium
Yellow_R4,Al Murabba,King Abdullah Financial District,23,Sunday,21.96,35.3,No,392,37.3,Low
Blue_R3,King Fahad Road,Al Hayer,16,Tuesday,5.28,8.9,Yes,675,35.6,Medium
Red_R1,Qasr Al Hokm,Al Aziziyah,20,Sunday,23.89,43.7,No,301,32.8,Low
Yellow_R4,King Fahad Road,Salah Al Din,23,Sunday,18.66,34.4,No,364,32.5,Low
Yellow_R4,Imam Muhammad Bin Saud University,Olaya Street,23,Thursday,20.01,31.8,No,629,37.7,Medium
Green_R2,Imam Muhammad Bin Saud University,King Fahad Road,9,Friday,10.79,17.2,Yes,587,37.7,Medium
Green_R2,Al Hayer,Prince Mohammed Bin Abdulaziz Street,16,Friday,10.65,18.4,Yes,806,34.7,High
Green_R2,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,16,Thursday,10.32,15.1,Yes,617,41,Medium
Green_R2,Al Aziziyah,Al Suwaidi,11,Wednesday,17.43,34,No,443,30.8,Medium
Red_R1,King Khalid International Airport,Al Suwaidi,13,Saturday,18.64,25.9,No,377,43.1,Low
Yellow_R4,King Abdullah Financial District,King Khalid International Airport,1,Wednesday,16.9,47.8,No,428,21.2,Low
Green_R2,Al Malaz,Olaya Street,14,Sunday,14.55,25.4,No,758,34.4,Medium
Blue_R3,Salah Al Din,Al Murabba,12,Thursday,3.87,8.4,No,382,27.7,Low
Yellow_R4,Al Aziziyah,King Fahad Road,18,Wednesday,12.73,34.6,Yes,685,22.1,Medium
Yellow_R4,Al Malaz,Al Suwaidi,15,Friday,2.86,3.5,No,506,48.7,Medium
Yellow_R4,Al Aziziyah,King Khalid International Airport,4,Thursday,7.59,9.1,No,866,49.8,Low
Green_R2,Al Malaz,Al Suwaidi,14,Monday,5.87,12.8,No,130,27.6,Low
Red_R1,Al Hayer,Olaya Street,14,Wednesday,7.69,10.1,No,350,45.8,Low
Red_R1,Al Hayer,King Khalid International Airport,17,Tuesday,16.97,19.2,Yes,489,53,Medium
Red_R1,Al Batha,Al Yarmouk,13,Sunday,8.29,8.4,No,378,59.2,Low
Red_R1,Imam Muhammad Bin Saud University,Salah Al Din,9,Sunday,15.71,19.5,Yes,601,48.4,Medium
Green_R2,King Abdullah Financial District,Prince Mohammed Bin Abdulaziz Street,9,Tuesday,2.86,4,Yes,564,42.8,Medium
Blue_R3,King Fahad Road,Al Murabba,0,Saturday,23.18,23.7,No,84,58.7,Low
Green_R2,King Khalid International Airport,Al Aziziyah,18,Wednesday,23.74,30.4,Yes,906,46.9,High
Red_R1,Al Yarmouk,King Fahad Road,9,Monday,3.49,5.4,Yes,572,38.6,Medium
Green_R2,Al Aziziyah,Al Hayer,15,Sunday,12.48,17.3,No,160,43.3,Low
Red_R1,Al Murabba,Imam Muhammad Bin Saud University,2,Saturday,10.21,23,No,593,26.6,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Murabba,18,Tuesday,17.27,30.9,Yes,602,33.5,Medium
Yellow_R4,Al Yarmouk,Imam Muhammad Bin Saud University,12,Wednesday,23.52,25,No,509,56.5,Medium
Green_R2,Al Suwaidi,King Khalid International Airport,16,Friday,24.26,26.2,Yes,680,55.6,Medium
Yellow_R4,Al Suwaidi,Al Malaz,21,Wednesday,15.81,23,No,727,41.2,Medium
Green_R2,Al Aziziyah,Al Hayer,10,Sunday,14.82,17.9,No,296,49.7,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Olaya Street,12,Tuesday,8.43,11.9,No,374,42.6,Low
Red_R1,Salah Al Din,Al Malaz,23,Tuesday,19.25,24.2,No,278,47.7,Low
Red_R1,Al Aziziyah,King Khalid International Airport,22,Sunday,24.78,47.8,No,88,31.1,Low
Blue_R3,Al Murabba,Al Hayer,3,Friday,12.13,13.4,No,396,54.3,Low
Red_R1,Olaya Street,Salah Al Din,17,Thursday,17.74,19.2,Yes,651,55.3,Medium
Red_R1,Al Batha,Al Murabba,6,Saturday,3.37,3.6,No,359,55.5,Low
Yellow_R4,Al Murabba,Qasr Al Hokm,3,Friday,9.57,17.6,No,506,32.6,Low
Green_R2,Qasr Al Hokm,Imam Muhammad Bin Saud University,6,Monday,3.1,5.5,No,402,34.1,Medium
Yellow_R4,King Abdullah Financial District,Al Aziziyah,17,Thursday,21.7,36.4,Yes,549,35.8,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,1,Wednesday,10.87,11.5,No,198,56.6,Low
Red_R1,Imam Muhammad Bin Saud University,Al Malaz,5,Wednesday,19.52,29.1,No,396,40.2,Low
Red_R1,Al Aziziyah,Al Murabba,10,Wednesday,3.34,6.6,No,443,30.5,Medium
Blue_R3,King Abdullah Financial District,King Khalid International Airport,3,Thursday,12.03,27.4,No,491,26.3,Low
Green_R2,King Fahad Road,King Khalid International Airport,5,Tuesday,18.59,19.3,No,166,57.7,Low
Red_R1,King Khalid International Airport,Imam Muhammad Bin Saud University,13,Friday,22.28,32.9,No,450,40.6,Medium
Green_R2,Qasr Al Hokm,Salah Al Din,10,Monday,14.71,35.9,No,621,24.6,Medium
Red_R1,Al Hayer,Qasr Al Hokm,9,Wednesday,4.9,7.1,Yes,743,41.2,Medium
Red_R1,Imam Muhammad Bin Saud University,King Khalid International Airport,13,Tuesday,24.28,37,No,748,39.4,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,3,Sunday,3.46,4.9,No,126,42.1,Low
Green_R2,Olaya Street,Al Aziziyah,19,Thursday,22.85,49.7,No,294,27.6,Low
Green_R2,Al Malaz,Al Batha,16,Wednesday,16.15,26.8,Yes,582,36.2,Medium
Red_R1,King Fahad Road,Qasr Al Hokm,10,Wednesday,8.1,10.3,No,348,47.4,Low
Yellow_R4,King Abdullah Financial District,Al Murabba,0,Wednesday,23.82,46.6,No,284,30.7,Low
Green_R2,Al Yarmouk,Qasr Al Hokm,8,Thursday,23.48,27.8,Yes,610,50.7,Medium
Red_R1,Olaya Street,Al Aziziyah,17,Friday,17.13,19.4,Yes,637,53,Medium
Green_R2,King Fahad Road,Salah Al Din,13,Wednesday,18.42,19.4,No,411,57,Medium
Red_R1,Al Aziziyah,Salah Al Din,16,Monday,13.89,33.7,Yes,438,24.7,Medium
Green_R2,Imam Muhammad Bin Saud University,Al Batha,5,Saturday,15.63,23.9,No,412,39.3,Low
Green_R2,Al Murabba,Prince Mohammed Bin Abdulaziz Street,17,Wednesday,16.32,48,Yes,594,20.4,Medium
Red_R1,Qasr Al Hokm,Al Yarmouk,14,Saturday,23.86,40.6,No,189,35.3,Low
Blue_R3,Salah Al Din,King Khalid International Airport,0,Sunday,11.76,14.5,No,162,48.6,Low
Yellow_R4,King Fahad Road,Salah Al Din,8,Saturday,11.45,23.9,Yes,722,28.7,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Al Yarmouk,20,Monday,24.22,57.7,No,361,25.2,Low
Blue_R3,Qasr Al Hokm,Olaya Street,23,Thursday,7.1,8.3,No,389,51.2,Low
Red_R1,King Fahad Road,King Abdullah Financial District,12,Friday,6.63,17.1,No,358,23.2,Low
Red_R1,Al Aziziyah,King Khalid International Airport,23,Thursday,3.95,4.5,No,397,52.3,Low
Blue_R3,Al Yarmouk,Prince Mohammed Bin Abdulaziz Street,6,Thursday,19.74,20.9,No,465,56.6,Medium
Blue_R3,Al Yarmouk,Salah Al Din,10,Friday,3.2,3.7,No,526,51.3,Medium
Blue_R3,Al Suwaidi,Al Hayer,14,Tuesday,21.45,24.8,No,162,52,Low
Green_R2,Salah Al Din,Imam Muhammad Bin Saud University,10,Monday,21.44,26.2,No,407,49.1,Medium
Yellow_R4,Al Batha,Imam Muhammad Bin Saud University,0,Friday,24.56,56.2,No,296,26.2,Low
Green_R2,Salah Al Din,Qasr Al Hokm,19,Wednesday,20.23,44.1,No,301,27.5,Low
Red_R1,Al Yarmouk,Qasr Al Hokm,21,Monday,3.53,3.5,No,555,59.9,Medium
Yellow_R4,Al Murabba,Al Suwaidi,22,Wednesday,14.76,15.8,No,338,56.1,Low
Yellow_R4,Al Murabba,King Abdullah Financial District,20,Friday,23.3,68.5,No,381,20.4,Low
Red_R1,Al Murabba,Qasr Al Hokm,21,Wednesday,17.39,18.8,No,368,55.5,Low
Red_R1,Imam Muhammad Bin Saud University,Al Yarmouk,12,Saturday,12.58,17,No,477,44.3,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,22,Sunday,24.25,47.4,No,320,30.7,Low
Red_R1,Al Malaz,Imam Muhammad Bin Saud University,6,Wednesday,13.38,34.3,No,420,23.4,Medium
Red_R1,Olaya Street,Al Suwaidi,0,Saturday,5.32,8.5,No,837,37.7,Low
Blue_R3,Salah Al Din,Al Suwaidi,11,Monday,9.68,14.2,No,386,40.9,Low
Red_R1,Al Aziziyah,Al Batha,20,Tuesday,19.5,24.1,No,402,48.5,Medium
Green_R2,Olaya Street,Al Murabba,11,Sunday,10.42,28.3,No,285,22.1,Low
Blue_R3,Al Malaz,Al Suwaidi,22,Thursday,6.23,8.7,No,230,43.1,Low
Green_R2,Qasr Al Hokm,King Fahad Road,20,Wednesday,5.56,9.8,No,482,34.2,Medium
Red_R1,Al Aziziyah,King Fahad Road,18,Thursday,10.89,17.8,Yes,870,36.8,High
Yellow_R4,King Khalid International Airport,Al Batha,6,Friday,14.93,44.3,No,432,20.2,Medium
Green_R2,King Abdullah Financial District,Salah Al Din,4,Friday,23.16,45.1,No,333,30.8,Low
Red_R1,King Khalid International Airport,Imam Muhammad Bin Saud University,18,Saturday,10.52,14.7,Yes,544,42.8,Medium
Green_R2,Al Yarmouk,Al Murabba,23,Saturday,17.39,28.7,No,432,36.4,Medium
Blue_R3,Olaya Street,Al Yarmouk,21,Sunday,12.83,35,No,483,22,Medium
Blue_R3,Salah Al Din,Al Murabba,14,Sunday,12.44,23.3,No,311,32.1,Low
Yellow_R4,Salah Al Din,Al Hayer,20,Sunday,10.83,12,No,273,54.2,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,13,Tuesday,4.7,9.4,No,538,30.1,Medium
Red_R1,Salah Al Din,Al Murabba,14,Wednesday,23.18,32.1,No,757,43.3,Medium
Blue_R3,Al Murabba,Al Aziziyah,1,Friday,10.42,12,No,524,52.3,Low
Green_R2,Qasr Al Hokm,Imam Muhammad Bin Saud University,13,Thursday,14.04,34.1,No,416,24.7,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Qasr Al Hokm,12,Monday,23.54,43.7,No,238,32.3,Low
